Time,GeoTypeDesc,GeoID,GeoRank,Geography,Number,Percent
2020,Borough,2,1,Bronx,"338,000","33.0 (29.5, 36.8)"
2020,Borough,3,1,Brooklyn,"426,000","22.0 (19.8, 24.4)"
2020,Borough,1,1,Manhattan,"232,000","17.5 (14.9, 20.4)"
2020,Borough,4,1,Queens,"361,000","20.4 (17.9, 23.2)"
2020,Borough,5,1,Staten Island,"74,000","20.4 (15.3, 26.8)"
