Time,GeoTypeDesc,GeoID,GeoRank,Geography,Number,Percent
2020,Borough,2,1,Bronx,"332,000","32.9 (29.5, 36.4)"
2020,Borough,3,1,Brooklyn,"479,000","25.3 (23.0, 27.8)"
2020,Borough,1,1,Manhattan,"227,000","17.5 (15.1, 20.1)"
2020,Borough,4,1,Queens,"435,000","25.5 (22.5, 28.6)"
2020,Borough,5,1,Staten Island,"118,000","33.0 (27.0, 39.7)"
